Animal ID,Outcome Date,Outcome Type,Age upon Outcomes(years)
A796058,2019-06-26,Adoption or RTO,0.0
A817742,2020-12-16,Adoption or RTO,0.0
A690386,2014-10-20,Euthanasia,0.0
A772764,2018-06-07,Adoption or RTO,10.0
A773035,2018-05-26,Transfer,0.0
A753552,2017-07-18,Adoption or RTO,3.0
A689275,2014-12-08,Adoption or RTO,0.0
A691087,2014-10-30,Transfer,0.0
A819164,2020-07-24,Adoption or RTO,0.0
A701161,2015-08-19,Euthanasia,13.0
A667299,2013-11-15,Euthanasia,1.0
A762902,2017-12-01,Transfer,9.0
A774330,2018-08-01,Adoption or RTO,0.0
A803620,2019-11-24,Adoption or RTO,0.0
A733980,2016-08-30,Transfer,0.0
A807376,2019-11-30,Adoption or RTO,0.0
A750412,2017-05-27,Adoption or RTO,1.0
A765413,2018-01-23,Transfer,2.0
A690811,2014-10-28,Transfer,0.0
A791164,2019-03-24,Transfer,0.0
A747739,2017-08-19,Adoption or RTO,0.0
A703344,2015-05-23,Transfer,0.0
A705265,2015-06-23,Transfer,1.0
A738925,2016-11-27,Adoption or RTO,1.0
A811381,2020-01-08,Transfer,1.0
A773126,2018-11-30,Adoption or RTO,0.0
A771678,2018-05-19,Adoption or RTO,1.0
A678115,2014-05-04,Transfer,0.0
A713214,2015-10-07,Transfer,0.0
A676226,2014-05-05,Transfer,2.0
A669077,2013-12-18,Transfer,2.0
A736812,2016-11-26,Adoption or RTO,0.0
A723827,2016-05-24,Adoption or RTO,0.0
A699499,2015-04-01,Adoption or RTO,1.0
A728178,2016-06-11,Transfer,8.0
A704634,2015-06-08,Transfer,0.0
A784521,2018-12-18,Adoption or RTO,0.0
A771416,2018-05-08,Adoption or RTO,0.0
A703700,2015-06-25,Adoption or RTO,15.0
A706544,2015-07-11,Adoption or RTO,0.0
A770268,2018-04-20,Transfer,0.0
A796393,2019-06-12,Euthanasia,1.0
A733734,2016-08-26,Transfer,0.0
A761723,2018-01-24,Adoption or RTO,0.0
A804855,2019-11-22,Adoption or RTO,0.0
A771516,2018-05-10,Transfer,1.0
A725812,2016-05-03,Transfer,0.0
A826576,2020-12-15,Adoption or RTO,1.0
A702162,2015-07-01,Adoption or RTO,0.0
A610074,2016-06-28,Adoption or RTO,5.0
A775688,2018-07-08,Adoption or RTO,0.0
A773854,2018-06-12,Adoption or RTO,0.0
A697355,2015-02-23,Transfer,2.0
A800167,2019-07-17,Transfer,0.0
A733536,2017-04-22,Adoption or RTO,1.0
A814087,2020-03-02,Adoption or RTO,0.0
A784147,2018-11-23,Adoption or RTO,5.0
A817607,2020-05-21,Euthanasia,7.0
A797133,2019-06-28,Transfer,0.0
A757848,2017-09-21,Adoption or RTO,7.0
A684163,2014-07-20,Transfer,0.0
A705428,2015-06-28,Transfer,0.0
A740663,2017-01-07,Adoption or RTO,10.0
A703767,2015-09-18,Transfer,3.0
A706980,2015-07-20,Transfer,0.0
A729107,2016-06-23,Adoption or RTO,0.0
A731596,2016-07-24,Transfer,0.0
A763886,2017-12-17,Euthanasia,8.0
A742187,2017-01-29,Adoption or RTO,4.0
A824295,2020-10-14,Transfer,5.0
A785438,2018-12-09,Adoption or RTO,1.0
A682217,2014-08-05,Adoption or RTO,0.0
A812479,2020-01-24,Transfer,0.0
A715198,2015-11-07,Transfer,0.0
A724501,2016-04-18,Transfer,0.0
A714271,2015-10-29,Transfer,0.0
A701395,2015-06-24,Transfer,0.0
A799613,2019-07-14,Transfer,0.0
A751099,2017-07-01,Adoption or RTO,0.0
A678085,2014-07-12,Adoption or RTO,0.0
A679851,2014-05-31,Adoption or RTO,0.0
A802817,2019-08-23,Transfer,0.0
A809219,2019-12-04,Adoption or RTO,0.0
A699502,2015-04-01,Euthanasia,1.0
A676708,2014-04-15,Transfer,3.0
A698530,2015-04-06,Adoption or RTO,0.0
A723843,2016-05-22,Adoption or RTO,13.0
A756823,2017-08-29,Adoption or RTO,0.0
A747362,2017-04-20,Adoption or RTO,0.0
A822468,2020-09-04,Transfer,2.0
A666638,2014-11-14,Transfer,6.0
A719987,2016-02-07,Transfer,2.0
A708986,2015-08-09,Transfer,0.0
A789157,2019-02-17,Adoption or RTO,1.0
A694174,2015-01-25,Adoption or RTO,10.0
A754184,2017-07-17,Transfer,0.0
A667547,2013-11-20,Transfer,1.0
A808162,2019-11-12,Adoption or RTO,0.0
A727200,2016-05-23,Transfer,3.0
A757496,2017-10-03,Adoption or RTO,0.0
A735680,2016-10-05,Adoption or RTO,0.0
A803369,2019-09-06,Adoption or RTO,2.0
A723015,2016-03-27,Adoption or RTO,0.0
A804787,2019-09-20,Transfer,12.0
A716515,2015-11-28,Adoption or RTO,0.0
A803546,2019-09-06,Adoption or RTO,0.0
A791176,2019-03-31,Adoption or RTO,0.0
A683187,2014-07-17,Transfer,0.0
A725339,2016-04-28,Transfer,0.0
A809282,2019-11-26,Transfer,0.0
A615369,2016-11-06,Adoption or RTO,5.0
A807663,2019-11-22,Adoption or RTO,2.0
A731322,2016-07-31,Adoption or RTO,0.0
A779433,2018-09-02,Transfer,2.0
A773110,2018-07-03,Adoption or RTO,0.0
A769563,2018-04-06,Transfer,0.0
A784140,2018-11-17,Adoption or RTO,0.0
A733247,2016-08-20,Transfer,0.0
A504801,2014-11-05,Adoption or RTO,7.0
A717151,2015-12-14,Adoption or RTO,0.0
A787787,2019-02-01,Adoption or RTO,1.0
A726717,2016-07-24,Adoption or RTO,0.0
A749086,2019-02-12,Adoption or RTO,1.0
A792325,2019-04-10,Transfer,0.0
A767609,2018-03-08,Transfer,1.0
A682114,2014-07-26,Adoption or RTO,1.0
A707762,2015-10-21,Transfer,2.0
A711482,2015-12-22,Adoption or RTO,0.0
A769214,2018-04-02,Adoption or RTO,0.0
A705389,2015-06-25,Adoption or RTO,1.0
A664285,2013-10-02,Died or Missing,0.0
A711887,2015-09-13,Transfer,0.0
A718851,2016-01-08,Transfer,8.0
A809257,2019-12-18,Adoption or RTO,0.0
A707820,2015-07-18,Transfer,0.0
A706217,2015-06-27,Transfer,1.0
A716709,2015-11-25,Transfer,0.0
A700764,2015-06-04,Adoption or RTO,0.0
A665843,2013-11-03,Adoption or RTO,0.0
A773107,2018-07-21,Adoption or RTO,1.0
A798839,2019-07-02,Transfer,1.0
A704918,2015-07-19,Adoption or RTO,0.0
A737841,2016-12-27,Adoption or RTO,0.0
A763560,2017-12-17,Adoption or RTO,3.0
A683881,2014-07-19,Transfer,0.0
A738129,2017-01-05,Adoption or RTO,14.0
A730009,2016-08-11,Adoption or RTO,0.0
A800644,2019-08-04,Transfer,0.0
A802596,2019-08-27,Adoption or RTO,2.0
A825655,2020-12-13,Adoption or RTO,0.0
A704201,2015-06-02,Euthanasia,8.0
A701489,2015-04-30,Transfer,0.0
A712825,2015-10-11,Transfer,0.0
A813488,2020-02-16,Adoption or RTO,15.0
A758112,2017-12-10,Adoption or RTO,0.0
A752701,2017-07-29,Adoption or RTO,0.0
A710285,2015-08-21,Transfer,0.0
A806142,2019-10-16,Adoption or RTO,10.0
A734435,2017-07-31,Adoption or RTO,2.0
A725518,2016-04-30,Transfer,0.0
A715820,2015-11-17,Transfer,0.0
A750682,2017-08-19,Adoption or RTO,1.0
A805383,2019-11-30,Adoption or RTO,0.0
A750143,2017-06-09,Transfer,2.0
A790771,2019-03-19,Transfer,1.0
A730045,2016-06-29,Adoption or RTO,0.0
A727859,2016-05-31,Transfer,2.0
A785271,2018-11-30,Transfer,5.0
A802346,2019-10-15,Adoption or RTO,0.0
A803885,2019-09-28,Adoption or RTO,0.0
A707218,2015-07-09,Transfer,0.0
A669847,2013-12-29,Adoption or RTO,0.0
A774004,2018-06-09,Transfer,0.0
A739383,2016-12-05,Transfer,0.0
A765824,2018-01-28,Transfer,2.0
A707505,2015-07-19,Transfer,0.0
A726774,2016-05-25,Adoption or RTO,1.0
A704361,2015-07-09,Adoption or RTO,0.0
A678367,2014-08-12,Transfer,3.0
A695432,2015-01-16,Transfer,1.0
A821606,2020-08-21,Adoption or RTO,0.0
A803177,2019-12-01,Adoption or RTO,0.0
A749315,2017-05-26,Transfer,5.0
A806508,2019-11-29,Adoption or RTO,0.0
A801275,2019-10-11,Transfer,0.0
A766824,2018-04-20,Transfer,6.0
A798405,2019-07-22,Adoption or RTO,1.0
A725654,2016-08-04,Adoption or RTO,1.0
A734026,2016-09-02,Transfer,2.0
A678474,2014-08-18,Adoption or RTO,4.0
A753727,2017-09-13,Adoption or RTO,0.0
A666163,2013-11-03,Adoption or RTO,0.0
A818198,2020-06-06,Adoption or RTO,0.0
A664345,2013-10-02,Transfer,0.0
A775191,2018-06-26,Transfer,0.0
A706521,2015-06-30,Transfer,0.0
A749514,2017-05-26,Adoption or RTO,3.0
A679728,2014-06-16,Transfer,3.0
A814164,2020-03-28,Adoption or RTO,0.0
A706314,2015-08-03,Adoption or RTO,0.0
A785436,2018-12-16,Adoption or RTO,0.0
A751116,2017-06-06,Adoption or RTO,0.0
A683427,2014-07-21,Died or Missing,0.0
A821152,2020-09-19,Adoption or RTO,0.0
A780088,2018-09-09,Adoption or RTO,2.0
A706099,2015-06-24,Transfer,0.0
A696959,2015-02-22,Transfer,2.0
A681350,2014-06-16,Transfer,1.0
A782735,2018-11-17,Adoption or RTO,0.0
A748725,2017-08-12,Adoption or RTO,0.0
A792245,2019-05-14,Adoption or RTO,0.0
A725751,2016-05-02,Transfer,0.0
A747983,2017-05-01,Adoption or RTO,0.0
A738123,2016-11-12,Adoption or RTO,2.0
A787762,2019-01-25,Adoption or RTO,2.0
A681035,2014-06-11,Transfer,0.0
A727457,2016-07-10,Adoption or RTO,0.0
A777008,2018-07-25,Transfer,1.0
A798194,2019-07-15,Adoption or RTO,0.0
A690087,2014-10-20,Transfer,0.0
A796288,2019-08-11,Transfer,1.0
A680397,2014-06-23,Transfer,0.0
A737917,2016-11-19,Adoption or RTO,0.0
A800272,2019-09-16,Adoption or RTO,0.0
A820507,2020-07-28,Transfer,0.0
A760760,2017-10-28,Adoption or RTO,0.0
A762208,2019-07-06,Adoption or RTO,1.0
A751705,2017-06-19,Adoption or RTO,0.0
A679238,2014-10-19,Adoption or RTO,0.0
A722510,2016-05-19,Adoption or RTO,1.0
A755560,2017-08-11,Transfer,3.0
A731978,2016-07-30,Transfer,0.0
A707767,2015-07-19,Adoption or RTO,0.0
A703719,2015-06-06,Adoption or RTO,6.0
A669876,2014-01-02,Adoption or RTO,0.0
A797791,2019-06-20,Transfer,0.0
A666211,2013-11-17,Adoption or RTO,0.0
A762940,2017-12-03,Transfer,3.0
A577832,2017-06-02,Adoption or RTO,7.0
A805844,2019-10-04,Transfer,0.0
A811414,2020-01-17,Transfer,6.0
A705283,2015-06-16,Transfer,1.0
A679952,2014-07-08,Transfer,0.0
A790032,2019-03-07,Transfer,2.0
A800225,2019-07-18,Transfer,0.0
A687183,2014-09-07,Adoption or RTO,0.0
A707284,2015-08-01,Transfer,0.0
A810365,2019-12-15,Transfer,0.0
A710680,2015-09-01,Transfer,2.0
A708980,2015-08-24,Adoption or RTO,0.0
A704017,2015-05-31,Transfer,0.0
A765515,2018-02-14,Adoption or RTO,2.0
A786131,2018-12-23,Adoption or RTO,1.0
A803872,2019-09-19,Transfer,0.0
A797859,2019-06-18,Adoption or RTO,3.0
A700757,2016-02-24,Adoption or RTO,0.0
A677783,2014-04-29,Transfer,0.0
A692324,2014-11-18,Transfer,0.0
A682132,2014-06-24,Transfer,0.0
A802035,2019-08-17,Transfer,0.0
A746785,2017-04-09,Transfer,0.0
A688214,2014-09-16,Transfer,0.0
A683125,2014-07-08,Transfer,0.0
A756944,2017-08-28,Transfer,0.0
A750473,2017-07-01,Adoption or RTO,0.0
A699939,2016-04-18,Transfer,7.0
A665024,2013-10-21,Adoption or RTO,0.0
A800859,2019-07-28,Transfer,0.0
A749407,2017-05-14,Transfer,0.0
A729551,2016-08-17,Transfer,0.0
A789383,2019-03-07,Adoption or RTO,7.0
A707004,2015-09-05,Adoption or RTO,0.0
A795522,2019-06-25,Euthanasia,0.0
A714200,2015-10-20,Transfer,0.0
A729471,2016-07-02,Adoption or RTO,0.0
A691945,2014-11-20,Transfer,0.0
A761350,2017-11-04,Transfer,0.0
A801849,2019-10-15,Adoption or RTO,0.0
A730016,2016-06-27,Transfer,0.0
A715811,2015-11-13,Transfer,1.0
A691968,2014-11-14,Euthanasia,7.0
A706626,2015-07-22,Adoption or RTO,0.0
A827246,2020-12-30,Transfer,0.0
A809828,2019-12-22,Adoption or RTO,0.0
A801458,2019-08-26,Transfer,0.0
A678570,2014-05-14,Transfer,0.0
A733941,2016-09-05,Adoption or RTO,0.0
A727716,2016-05-29,Adoption or RTO,1.0
A819849,2020-12-19,Adoption or RTO,0.0
A808335,2019-11-11,Transfer,1.0
A756265,2017-08-16,Transfer,0.0
A667028,2013-11-30,Adoption or RTO,1.0
A765643,2018-01-28,Transfer,0.0
A687988,2014-09-12,Transfer,0.0
A771552,2018-06-02,Adoption or RTO,3.0
A779125,2018-09-03,Adoption or RTO,0.0
A725074,2016-06-25,Adoption or RTO,0.0
A784613,2018-12-15,Adoption or RTO,2.0
A771696,2018-05-09,Transfer,0.0
A732854,2016-08-21,Adoption or RTO,0.0
A689340,2014-10-13,Transfer,0.0
A783651,2018-11-19,Adoption or RTO,0.0
A754487,2017-08-01,Died or Missing,0.0
A733542,2016-09-05,Adoption or RTO,1.0
A732185,2016-10-07,Adoption or RTO,1.0
A711766,2015-09-12,Transfer,0.0
A744185,2017-03-11,Adoption or RTO,7.0
A807560,2019-10-31,Transfer,0.0
A692790,2015-02-19,Adoption or RTO,9.0
A800453,2019-07-25,Transfer,0.0
A799585,2019-07-14,Transfer,3.0
A734267,2016-09-03,Transfer,0.0
A705681,2015-06-23,Transfer,0.0
A677083,2014-05-05,Adoption or RTO,0.0
A773194,2018-06-16,Transfer,0.0
A774464,2018-07-31,Adoption or RTO,0.0
A817615,2020-06-24,Adoption or RTO,0.0
A796370,2019-06-01,Transfer,0.0
A811547,2020-01-09,Transfer,2.0
A759060,2017-10-03,Transfer,0.0
A801142,2019-08-31,Transfer,0.0
A707971,2015-07-21,Transfer,0.0
A719278,2016-01-16,Euthanasia,2.0
A709171,2015-08-10,Euthanasia,1.0
A747992,2017-04-28,Adoption or RTO,1.0
A726216,2016-05-08,Transfer,0.0
A683799,2014-07-19,Adoption or RTO,1.0
A784538,2018-12-22,Adoption or RTO,0.0
A824625,2020-10-23,Transfer,1.0
A775845,2018-07-09,Adoption or RTO,0.0
A728166,2016-07-09,Adoption or RTO,0.0
A755724,2017-08-08,Transfer,10.0
A665312,2013-11-25,Adoption or RTO,0.0
A665925,2013-11-06,Transfer,0.0
A804222,2019-09-12,Transfer,0.0
A725682,2016-06-19,Adoption or RTO,0.0
A759932,2017-10-13,Transfer,0.0
A732438,2017-01-06,Transfer,0.0
A693821,2014-12-20,Adoption or RTO,14.0
A679432,2014-07-01,Adoption or RTO,0.0
A731509,2016-09-13,Transfer,0.0
A747202,2017-04-16,Transfer,0.0
A804070,2019-09-16,Adoption or RTO,0.0
A754464,2017-07-21,Transfer,0.0
A684180,2014-08-02,Adoption or RTO,0.0
A777047,2018-08-12,Adoption or RTO,2.0
A700202,2015-04-11,Adoption or RTO,0.0
A778311,2018-08-16,Transfer,5.0
A772677,2018-06-29,Adoption or RTO,0.0
A805398,2019-09-28,Transfer,0.0
A797582,2019-06-15,Transfer,0.0
A677914,2014-05-01,Transfer,4.0
A764944,2018-01-14,Transfer,3.0
A799892,2019-07-17,Euthanasia,2.0
A799230,2019-07-07,Transfer,0.0
A795585,2019-09-15,Adoption or RTO,1.0
A803574,2020-01-22,Adoption or RTO,0.0
A767184,2018-02-26,Adoption or RTO,0.0
A711577,2015-09-11,Adoption or RTO,0.0
A705017,2015-07-24,Adoption or RTO,1.0
A679920,2014-05-28,Transfer,0.0
A688932,2014-10-10,Adoption or RTO,1.0
A683348,2014-08-21,Adoption or RTO,0.0
A750844,2017-07-25,Adoption or RTO,0.0
A703513,2015-07-19,Adoption or RTO,0.0
A791944,2019-05-23,Transfer,2.0
A748684,2017-05-05,Transfer,0.0
A768386,2018-03-21,Transfer,0.0
A678757,2014-06-08,Adoption or RTO,0.0
A803943,2019-09-19,Transfer,0.0
A797388,2019-07-30,Adoption or RTO,0.0
A792612,2019-04-16,Transfer,2.0
A753017,2017-08-19,Adoption or RTO,0.0
A691496,2014-12-11,Adoption or RTO,0.0
A711600,2015-09-09,Transfer,0.0
A803242,2019-09-03,Transfer,2.0
A706066,2015-06-29,Transfer,0.0
A778274,2018-08-18,Adoption or RTO,0.0
A600683,2015-02-01,Adoption or RTO,3.0
A820383,2020-09-17,Adoption or RTO,0.0
A710878,2016-07-01,Adoption or RTO,3.0
A682024,2014-07-12,Adoption or RTO,0.0
A685488,2014-08-09,Transfer,0.0
A747777,2017-04-25,Transfer,0.0
A705125,2015-06-13,Transfer,0.0
A718160,2016-09-16,Adoption or RTO,3.0
A780784,2018-09-28,Adoption or RTO,0.0
A778621,2018-08-20,Adoption or RTO,0.0
A700532,2015-04-19,Adoption or RTO,1.0
A793179,2019-06-09,Adoption or RTO,0.0
A781354,2018-10-12,Adoption or RTO,7.0
A776698,2018-07-17,Transfer,0.0
A757137,2017-08-30,Euthanasia,0.0
A804441,2019-09-18,Transfer,0.0
A673210,2014-02-28,Adoption or RTO,8.0
A664971,2013-10-16,Adoption or RTO,0.0
A776468,2018-07-20,Adoption or RTO,0.0
A703167,2015-05-25,Transfer,1.0
A721239,2016-05-05,Adoption or RTO,0.0
A795702,2019-06-30,Adoption or RTO,0.0
A705678,2015-07-08,Adoption or RTO,0.0
A804520,2019-10-09,Transfer,0.0
A814500,2020-03-05,Transfer,0.0
A715105,2015-11-23,Transfer,0.0
A827044,2020-12-14,Adoption or RTO,0.0
A747952,2017-05-01,Transfer,1.0
A720387,2016-02-13,Adoption or RTO,2.0
A775135,2018-08-24,Transfer,0.0
A750861,2017-06-04,Transfer,0.0
A752873,2017-07-02,Transfer,2.0
A796300,2019-05-31,Transfer,0.0
A789206,2019-02-21,Transfer,1.0
A809031,2019-11-21,Transfer,0.0
A825401,2020-11-06,Euthanasia,6.0
A758385,2017-09-19,Adoption or RTO,0.0
A748100,2017-05-18,Adoption or RTO,0.0
A682065,2014-06-23,Euthanasia,0.0
A752724,2017-06-26,Transfer,0.0
A803524,2019-10-27,Adoption or RTO,1.0
A756340,2017-08-19,Adoption or RTO,0.0
A677707,2014-04-28,Transfer,0.0
A814788,2020-03-06,Died or Missing,10.0
A751783,2017-09-27,Adoption or RTO,0.0
A756774,2017-08-26,Died or Missing,0.0
A776735,2018-08-11,Adoption or RTO,0.0
A797483,2019-08-23,Transfer,2.0
A679531,2014-05-23,Transfer,0.0
A731966,2016-07-30,Transfer,0.0
A791850,2019-04-02,Euthanasia,2.0
A779926,2018-11-03,Adoption or RTO,0.0
A710016,2015-08-17,Transfer,2.0
A711846,2015-11-01,Adoption or RTO,0.0
A688044,2014-10-27,Transfer,0.0
A716690,2015-11-30,Transfer,0.0
A661315,2017-04-10,Transfer,3.0
A737039,2016-10-30,Adoption or RTO,0.0
A797712,2019-06-17,Transfer,0.0
A795340,2019-05-25,Adoption or RTO,3.0
A681798,2014-07-12,Adoption or RTO,0.0
A814881,2020-03-18,Transfer,2.0
A665713,2013-10-23,Transfer,2.0
A693065,2014-12-01,Adoption or RTO,4.0
A701041,2015-07-10,Adoption or RTO,0.0
A679969,2014-06-12,Adoption or RTO,0.0
A793291,2019-04-23,Transfer,0.0
A721068,2016-03-25,Adoption or RTO,5.0
A719797,2016-03-17,Adoption or RTO,4.0
A692954,2014-11-30,Transfer,1.0
A684092,2014-07-20,Transfer,7.0
A772208,2019-06-05,Adoption or RTO,2.0
A681527,2014-06-21,Transfer,0.0
A668981,2013-12-16,Euthanasia,12.0
A824522,2020-10-31,Adoption or RTO,0.0
A705357,2015-06-16,Euthanasia,0.0
A776469,2018-07-18,Transfer,1.0
A677959,2014-07-12,Adoption or RTO,0.0
A687256,2014-09-06,Adoption or RTO,1.0
A677898,2014-06-07,Adoption or RTO,1.0
A667020,2014-03-31,Transfer,0.0
A676242,2014-04-06,Euthanasia,3.0
A712679,2015-12-08,Adoption or RTO,0.0
A773447,2018-06-05,Transfer,1.0
A771184,2018-05-01,Transfer,0.0
A806465,2019-10-11,Transfer,0.0
A664437,2013-10-03,Transfer,0.0
A737921,2016-11-07,Transfer,0.0
A817589,2020-05-21,Euthanasia,2.0
A745390,2017-04-03,Transfer,7.0
A713823,2015-10-22,Adoption or RTO,0.0
A671014,2014-03-12,Died or Missing,13.0
A729942,2016-07-16,Adoption or RTO,3.0
A783886,2019-01-27,Adoption or RTO,0.0
A739373,2016-12-24,Adoption or RTO,0.0
A710781,2015-12-05,Adoption or RTO,8.0
A783437,2018-12-16,Adoption or RTO,2.0
A793657,2019-07-04,Adoption or RTO,0.0
A797192,2019-08-18,Adoption or RTO,0.0
A772038,2018-05-21,Transfer,0.0
A705164,2015-06-30,Adoption or RTO,1.0
A767583,2018-04-27,Adoption or RTO,0.0
A821962,2020-11-07,Adoption or RTO,0.0
A794864,2019-05-13,Transfer,0.0
A797411,2019-06-13,Transfer,0.0
A714472,2015-12-24,Adoption or RTO,0.0
A815141,2020-04-16,Adoption or RTO,0.0
A702049,2015-05-08,Transfer,0.0
A707659,2015-08-22,Adoption or RTO,0.0
A689071,2014-09-30,Euthanasia,0.0
A712202,2015-09-21,Transfer,0.0
A790923,2019-03-28,Transfer,13.0
A810632,2019-12-19,Adoption or RTO,0.0
A771743,2018-07-27,Adoption or RTO,0.0
A667529,2013-12-27,Transfer,2.0
A768861,2018-03-26,Transfer,0.0
A692609,2014-11-24,Transfer,0.0
A741417,2017-02-04,Adoption or RTO,4.0
A738301,2016-12-04,Adoption or RTO,0.0
A724045,2016-05-25,Transfer,12.0
A773790,2018-07-03,Adoption or RTO,0.0
A671383,2014-02-01,Adoption or RTO,3.0
A662277,2013-11-04,Adoption or RTO,0.0
A749018,2017-05-11,Transfer,0.0
A805983,2019-10-08,Transfer,2.0
A710528,2015-08-25,Transfer,0.0
A734283,2016-09-04,Transfer,0.0
A776049,2018-08-11,Adoption or RTO,0.0
A678123,2014-06-17,Adoption or RTO,0.0
A679060,2014-05-16,Euthanasia,0.0
A781268,2018-09-30,Transfer,0.0
A745994,2017-03-29,Adoption or RTO,0.0
A694361,2014-12-26,Euthanasia,1.0
A826008,2020-12-04,Adoption or RTO,0.0
A713798,2015-10-18,Adoption or RTO,10.0
A817504,2020-05-27,Adoption or RTO,0.0
A664444,2013-10-17,Adoption or RTO,0.0
A666791,2013-12-21,Adoption or RTO,0.0
A665634,2013-11-18,Adoption or RTO,8.0
A706529,2015-06-30,Euthanasia,4.0
A678694,2014-05-15,Adoption or RTO,1.0
A728122,2016-06-08,Transfer,0.0
A812097,2020-01-18,Adoption or RTO,6.0
A694287,2014-12-24,Transfer,0.0
A774146,2018-06-20,Died or Missing,0.0
A736852,2016-10-18,Transfer,0.0
A783256,2018-12-26,Adoption or RTO,0.0
A751091,2018-03-24,Adoption or RTO,4.0
A790018,2019-03-16,Adoption or RTO,9.0
A664944,2013-10-11,Euthanasia,10.0
A678969,2014-07-12,Adoption or RTO,0.0
A796526,2019-06-11,Transfer,0.0
A732373,2016-09-09,Died or Missing,0.0
A728151,2016-06-05,Adoption or RTO,0.0
A794828,2019-07-04,Adoption or RTO,0.0
A684186,2014-09-12,Adoption or RTO,0.0
A800321,2019-07-25,Adoption or RTO,0.0
A822812,2020-09-10,Transfer,0.0
A778116,2018-08-09,Transfer,0.0
A640500,2015-06-23,Transfer,2.0
A697721,2015-03-08,Adoption or RTO,3.0
A704877,2015-06-11,Euthanasia,1.0
A704170,2015-07-08,Adoption or RTO,0.0
A666521,2013-11-11,Adoption or RTO,0.0
A811305,2020-01-05,Transfer,2.0
A732088,2016-08-08,Adoption or RTO,0.0
A678723,2014-05-12,Transfer,0.0
A694155,2014-12-24,Adoption or RTO,0.0
A796282,2019-08-22,Adoption or RTO,0.0
A688903,2014-10-02,Adoption or RTO,6.0
A820569,2020-07-28,Transfer,0.0
A819135,2020-07-02,Adoption or RTO,0.0
A733962,2016-09-05,Adoption or RTO,0.0
A652606,2013-10-12,Adoption or RTO,0.0
A705743,2015-07-13,Adoption or RTO,0.0
A767057,2018-03-26,Adoption or RTO,0.0
A744166,2017-02-25,Transfer,0.0
A690460,2014-10-21,Transfer,0.0
A786531,2018-12-29,Transfer,6.0
A692876,2014-12-09,Transfer,2.0
A750310,2017-05-25,Transfer,0.0
A679112,2014-05-16,Transfer,0.0
A691740,2014-11-11,Transfer,0.0
A666622,2013-11-11,Adoption or RTO,0.0
A772579,2018-06-12,Adoption or RTO,0.0
A804701,2019-09-17,Transfer,0.0
A752197,2017-06-28,Adoption or RTO,0.0
A780627,2018-09-17,Euthanasia,5.0
A804032,2020-01-04,Adoption or RTO,0.0
A801103,2019-08-17,Adoption or RTO,0.0
A750038,2017-05-26,Transfer,0.0
A711250,2016-01-13,Adoption or RTO,0.0
A702095,2015-05-09,Transfer,0.0
A811413,2020-01-08,Transfer,15.0
A782692,2018-10-25,Transfer,0.0
A796189,2019-05-31,Died or Missing,0.0
A687644,2014-09-08,Transfer,0.0
A804365,2019-09-18,Transfer,2.0
A818849,2020-08-08,Adoption or RTO,0.0
A793141,2019-07-29,Adoption or RTO,1.0
A807366,2019-10-28,Transfer,0.0
A766553,2018-02-16,Transfer,0.0
A705641,2015-06-19,Transfer,0.0
A806243,2019-11-14,Adoption or RTO,0.0
A803887,2019-11-30,Adoption or RTO,0.0
A731420,2016-09-07,Adoption or RTO,0.0
A770596,2018-05-30,Adoption or RTO,1.0
A678079,2014-07-13,Adoption or RTO,0.0
A718811,2016-01-20,Adoption or RTO,11.0
A754833,2017-07-29,Adoption or RTO,0.0
A680991,2014-06-11,Transfer,0.0
A805204,2019-09-24,Transfer,6.0
A795482,2019-07-21,Adoption or RTO,0.0
A673601,2014-03-01,Transfer,2.0
A689901,2014-11-07,Adoption or RTO,0.0
A705679,2015-06-23,Transfer,0.0
A719628,2016-01-23,Euthanasia,0.0
A761575,2017-11-07,Transfer,1.0
A713369,2015-11-13,Transfer,0.0
A726367,2016-07-04,Adoption or RTO,1.0
A665586,2013-10-25,Transfer,0.0
A797198,2019-06-26,Died or Missing,0.0
A803996,2019-09-10,Transfer,0.0
A754844,2017-08-16,Adoption or RTO,0.0
A673202,2014-02-21,Transfer,0.0
A826569,2020-12-06,Adoption or RTO,0.0
A678543,2014-05-10,Transfer,2.0
A758104,2017-09-16,Adoption or RTO,0.0
A665087,2013-11-09,Transfer,0.0
A798640,2019-07-02,Transfer,0.0
A707511,2015-07-18,Adoption or RTO,0.0
A724464,2016-04-18,Transfer,0.0
A769609,2018-04-10,Transfer,0.0
A765831,2018-02-01,Adoption or RTO,0.0
A681875,2015-07-25,Adoption or RTO,1.0
A824473,2020-11-10,Adoption or RTO,0.0
A791021,2019-03-26,Transfer,0.0
A742261,2017-01-27,Adoption or RTO,7.0
A743081,2017-02-23,Adoption or RTO,4.0
A679113,2014-05-16,Transfer,0.0
A751008,2017-09-17,Adoption or RTO,0.0
A820432,2020-07-20,Euthanasia,0.0
A789719,2019-05-27,Adoption or RTO,0.0
A682744,2014-07-06,Transfer,2.0
A818064,2020-07-14,Adoption or RTO,0.0
A791658,2019-05-23,Adoption or RTO,0.0
A800524,2019-07-30,Transfer,0.0
A682173,2014-06-27,Adoption or RTO,0.0
A796188,2019-06-02,Transfer,0.0
A790414,2019-03-13,Transfer,1.0
A716544,2015-11-24,Transfer,0.0
A665362,2013-10-25,Transfer,0.0
A780592,2018-09-25,Adoption or RTO,0.0
